date,temperature_2m_min,temperature_2m_max,temperature_2m_mean
2024-07-13,11.801,19.151,15.592668
2024-07-14,11.151,22.551,17.207249
2024-07-15,13.301,22.701,18.5885
2024-07-16,14.651,21.051,17.878084
2024-07-17,12.500999,23.951,18.626
2024-07-18,14.701,27.651,21.676
2024-07-19,17.751,31.201,24.528078
2024-07-20,16.451,29.251,22.4385
2024-07-21,15.701,23.551,19.79475
2024-07-22,13.051,24.001,19.048918
2024-07-23,15.101,21.601,18.9635
2024-07-24,12.851,24.251,19.423918
2024-07-25,14.601,26.751,21.192667
2024-07-26,17.451,22.351,20.011417
2024-07-27,13.500999,19.351,17.553087
2024-07-28,10.551,24.951,18.667665
2024-07-29,15.250999,29.301,22.351
2024-07-30,19.351,33.501003,26.509336
2024-07-31,20.201,30.651,25.580168
2024-08-01,19.601,28.551,23.246834
2024-08-02,16.451,25.351,20.894749
2024-08-03,14.401,23.401,19.259333
2024-08-04,14.851,23.001,18.778086
2024-08-05,13.051,27.651,20.576
2024-08-06,14.201,28.451,20.936415
2024-08-07,15.500999,22.701,19.0885
2024-08-08,16.451,27.351,21.392668
2024-08-09,15.851,24.751,20.628086
2024-08-10,12.951,27.651,20.509333
2024-08-11,16.501,31.001,24.192667
2024-08-12,20.801,35.551003,27.180166
2024-08-13,18.301,26.101,22.280167
2024-08-14,17.551,26.051,21.461416
2024-08-15,16.051,25.501,20.68225
2024-08-16,17.851,23.701,21.063501
2024-08-17,15.151,22.401,18.759333
2024-08-18,12.701,20.351,16.778082
2024-08-19,10.451,22.951,17.4385
2024-08-20,13.551,22.551,17.090584
2024-08-21,11.801,21.401,16.30725
2024-08-22,11.901,24.601,18.5385
2024-08-23,17.001,23.701,20.528082
2024-08-24,14.301,27.351,19.844753
2024-08-25,11.201,21.051,16.194752
2024-08-26,11.000999,22.251,16.86975
2024-08-27,12.651,25.901,19.011415
2024-08-28,13.151,30.601,21.811417
2024-08-29,15.951,24.701,19.592667
2024-08-30,14.701,20.551,17.673914
2024-08-31,15.951,23.501,19.601
2024-09-01,17.951,27.901,22.396835
2024-09-02,16.401,23.651,19.763498
2024-09-03,14.351,22.701,18.871834
2024-09-04,12.651,21.801,17.134333
2024-09-05,12.250999,16.001,14.907253
2024-09-06,10.500999,23.001,16.794752
2024-09-07,14.750999,21.451,17.853083
2024-09-08,13.201,20.301,16.346834
2024-09-09,12.651,19.201,15.834332
2024-09-10,11.051,17.701,14.803082
2024-09-11,9.651,16.251,13.611419
2024-09-12,8.001,15.051,11.176
2024-09-13,6.9509997,16.101,11.107249
2024-09-14,5.251,16.901,11.0885
2024-09-15,6.501,18.001,12.332249
2024-09-16,9.500999,19.051,14.60725
2024-09-17,11.000999,20.651,15.759334
2024-09-18,13.101,22.901,17.871832
2024-09-19,15.101,24.351,19.155169
2024-09-20,13.201,21.101,16.523918
2024-09-21,12.951,22.851,17.486418
2024-09-22,15.301,21.151,17.2135
2024-09-23,12.750999,19.251,15.46975
2024-09-24,12.601,17.451,14.757251
2024-09-25,12.801,16.901,14.6385
2024-09-26,12.551,18.851,15.726002
2024-09-27,10.401,15.101,12.276001
2024-09-28,6.651,13.801,9.83225
2024-09-29,5.401,13.851,9.973918
2024-09-30,12.651,17.851,15.067666
2024-10-01,11.301,17.151,13.653084
2024-10-02,10.401,16.551,13.453082
2024-10-03,7.7009997,15.301,11.773915
2024-10-04,4.601,15.750999,10.05725
2024-10-05,4.901,16.551,10.836417
2024-10-06,10.401,18.401,13.930168
2024-10-07,12.151,18.251,15.023915
2024-10-08,12.551,18.951,15.109333
2024-10-09,12.401,14.601,13.544749
2024-10-10,7.901,15.101,11.938499
2024-10-11,5.401,14.201,9.530168
2024-10-12,8.101,15.201,11.898918
2024-10-13,8.651,14.151,11.340583
2024-10-14,10.250999,20.201,14.165585
2024-10-15,11.651,19.101,15.398917
2024-10-16,15.301,23.501,18.800999
2024-10-17,13.750999,17.701,15.617667
2024-10-18,10.500999,17.201,13.928082
2024-10-19,10.351,16.751,12.796833
2024-10-20,10.250999,18.101,14.632251
2024-10-21,10.051,17.451,14.253083
2024-10-22,8.001,15.851,11.265584
2024-10-23,5.251,16.051,9.815583
2024-10-24,6.5509996,18.201,12.276
2024-10-25,11.500999,17.701,14.5405855
2024-10-26,11.651,15.401,13.338501
2024-10-27,12.750999,16.151001,14.167666
2024-10-28,9.451,17.151,12.91975
2024-10-29,9.351,14.851,11.936416
2024-10-30,10.701,15.151,12.9385
2024-10-31,10.551,15.451,12.388501
2024-11-01,10.301,12.451,11.409333
2024-11-02,9.701,11.651,10.946835
2024-11-03,9.101,13.000999,10.561418
2024-11-04,7.9509997,13.000999,9.961415
2024-11-05,9.051,13.551,11.465584
2024-11-06,9.250999,12.250999,10.651
2024-11-07,10.000999,13.301,11.269749
2024-11-08,7.851,10.651,9.538501
2024-11-09,9.801,13.301,11.390583
2024-11-10,6.251,12.250999,10.061416
2024-11-11,6.401,13.750999,9.923918
2024-11-12,6.351,10.551,8.5135
2024-11-13,4.001,9.601,7.1635013
2024-11-14,3.901,12.551,8.665584
2024-11-15,5.651,10.551,8.140584
2024-11-16,4.351,10.051,6.9301677
2024-11-17,5.101,11.051,8.280168
2024-11-18,7.351,11.101,9.642667
2024-11-19,4.151,11.451,9.617667
2024-11-20,0.451,6.851,3.25725
2024-11-21,-3.199,1.0009999,0.12808335
2024-11-22,-2.349,3.201,1.2968335
2024-11-23,0.851,13.301,6.1593328
2024-11-24,12.051,18.051,15.596836
2024-11-25,7.2009997,17.251,11.640583
2024-11-26,7.001,10.601,8.148917
2024-11-27,6.751,14.451,10.598918
2024-11-28,3.101,9.000999,5.9135
2024-11-29,1.6010001,8.401,4.00725
2024-11-30,1.5510001,10.151,5.9843335
2024-12-01,4.2009997,12.250999,8.605166
2024-12-02,5.9509997,11.801,9.834332
2024-12-03,2.551,9.000999,5.542667
2024-12-04,2.851,7.601,4.7739167
2024-12-05,5.101,13.401,9.28225
2024-12-06,6.901,11.701,9.051
2024-12-07,5.901,11.951,8.707251
2024-12-08,6.601,8.301,7.3468337
2024-12-09,4.401,7.001,5.707249
2024-12-10,4.5509996,6.3009996,5.3884997
2024-12-11,4.301,6.251,5.053083
2024-12-12,2.951,4.8009996,4.0072494
2024-12-13,-1.849,4.151,1.6905833
2024-12-14,-1.9489999,5.751,2.2093334
2024-12-15,2.551,10.301,7.40725
2024-12-16,8.251,11.151,9.286417
2024-12-17,5.5509996,8.901,7.5655837
2024-12-18,8.101,14.301,11.992667
2024-12-19,2.651,13.250999,7.5447507
2024-12-20,2.701,8.401,5.4614162
2024-12-21,6.8009996,11.351,9.103084
2024-12-22,3.101,10.801,6.086416
2024-12-23,5.001,7.751,6.230166
2024-12-24,5.5509996,10.601,8.578082
2024-12-25,8.451,10.901,9.778083
2024-12-26,2.551,9.701,7.248918
2024-12-27,-0.599,5.601,1.7051668
2024-12-28,-0.449,1.7509999,0.8114166
2024-12-29,1.6010001,6.151,3.8968327
2024-12-30,2.851,5.3009996,4.0843334
2024-12-31,2.5010002,6.4509997,4.6634994
2025-01-01,4.8009996,10.201,7.7489166
2025-01-02,-1.099,7.751,3.3343334
2025-01-03,-3.199,4.101,-0.31774986
2025-01-04,-3.449,2.201,-0.67816687
2025-01-05,5.751,12.701,10.617667
2025-01-06,4.651,12.750999,8.68225
2025-01-07,2.851,7.151,4.6426663
2025-01-08,1.901,11.151,5.3051677
2025-01-09,1.651,9.851,5.0905824
2025-01-10,-0.84900004,5.501,2.7989168
2025-01-11,-2.2489998,2.701,0.41350004
2025-01-12,-1.8989999,3.451,0.05308336
2025-01-13,-3.099,3.951,-0.32816657
2025-01-14,-4.2990003,4.4509997,-1.1510831
2025-01-15,-1.7489998,6.351,3.326
2025-01-16,-0.79899997,5.9509997,3.6301663
2025-01-17,-1.299,4.5509996,2.4364166
2025-01-18,-2.099,2.001,0.3718333
2025-01-19,-2.599,2.351,0.76766676
2025-01-20,-2.949,1.8010001,-0.30525
2025-01-21,-2.899,4.901,0.67183334
2025-01-22,1.2509999,7.2009997,4.186416
2025-01-23,3.301,8.301,6.1530824
2025-01-24,7.851,11.201,9.448916
2025-01-25,1.6010001,11.151,7.328083
2025-01-26,0.15100001,9.801,4.884333
2025-01-27,7.3009996,11.851,9.09475
2025-01-28,6.751,11.051,8.032249
2025-01-29,4.401,7.651,6.811416
2025-01-30,0.651,7.901,5.3405833
2025-01-31,-0.449,4.351,2.476
2025-02-01,-1.6989999,6.351,1.8218331
2025-02-02,-2.7489998,6.851,0.8676668
2025-02-03,-1.599,5.851,0.7155834
2025-02-04,-1.799,6.3009996,1.9510001
2025-02-05,0.901,8.251,4.496834
2025-02-06,0.50100005,6.101,3.742667
2025-02-07,2.851,5.501,3.7030838
2025-02-08,2.851,6.401,4.6864166
2025-02-09,1.0009999,5.601,3.1989167
2025-02-10,3.101,5.351,3.905166
2025-02-11,-0.199,6.2009997,3.41975
2025-02-12,-0.34899998,5.8009996,3.3155832
2025-02-13,2.001,6.5509996,4.29475
2025-02-14,-1.4489999,5.2009997,0.9676666
2025-02-15,-2.549,4.651,0.5030834
2025-02-16,-1.6489999,6.351,1.5864167
2025-02-17,-1.8989999,6.9509997,1.7009999
2025-02-18,-1.2490001,8.251,3.0822499
2025-02-19,-0.048999995,10.701,5.6864166
2025-02-20,7.151,15.000999,10.903084
2025-02-21,9.351,15.500999,12.294749
2025-02-22,5.501,12.750999,9.715584
2025-02-23,4.301,13.601,8.917667
2025-02-24,7.351,12.351,10.228085
2025-02-25,5.101,8.851,7.4093337
2025-02-26,2.901,10.601,6.2718334
2025-02-27,1.5510001,9.451,5.2155833
2025-02-28,0.15100001,8.500999,4.1572495
2025-03-01,0.15100001,7.101,3.2134998
2025-03-02,0.051,10.351,4.2884994
2025-03-03,-1.6989999,11.351,4.0551662
2025-03-04,-1.1989999,12.201,4.917667
2025-03-05,-0.499,16.251,6.759333
2025-03-06,3.201,15.901,9.067666
2025-03-07,7.3009996,16.351,10.867665
2025-03-08,6.351,17.201,11.142666
2025-03-09,7.101,14.701,10.973916
2025-03-10,5.501,12.451,9.684335
2025-03-11,2.601,9.951,5.8468337
2025-03-12,0.201,7.401,3.9447498
2025-03-13,-0.199,7.4509997,3.1197493
2025-03-14,-1.549,7.9509997,2.9843333
2025-03-15,-0.399,8.051,3.7134998
2025-03-16,0.601,10.151,5.1801667
2025-03-17,0.201,11.301,5.4780827
2025-03-18,1.051,11.401,6.0322495
2025-03-19,4.101,16.451,9.807249
2025-03-20,4.2009997,18.401,11.3885
2025-03-21,8.651,18.551,12.715584
2025-03-22,9.901,15.750999,11.819751
2025-03-23,6.001,13.151,9.036416
2025-03-24,5.501,14.701,9.95725
2025-03-25,6.0509996,13.301,9.163499
2025-03-26,5.7009997,14.951,10.442667
2025-03-27,1.8510001,14.701,8.173916
2025-03-28,5.0509996,12.401,7.948917
2025-03-29,4.151,12.651,7.9301667
2025-03-30,4.401,14.651,9.769751
2025-03-31,3.101,14.101,8.540584
2025-04-01,4.251,14.201,9.021833
2025-04-02,6.0509996,15.500999,10.486416
2025-04-03,7.101,19.201,13.073917
2025-04-04,10.101,21.901,15.234334
2025-04-05,9.000999,22.101,14.903083
2025-04-06,6.751,16.751,11.246834
2025-04-07,3.0010002,15.451,8.776
2025-04-08,2.201,16.901,9.56975
2025-04-09,4.501,16.401,10.317668
2025-04-10,3.851,14.401,9.148916
2025-04-11,3.401,19.301,11.430167
2025-04-12,7.2009997,19.901,12.940583
2025-04-13,9.000999,16.251,12.963501
2025-04-14,5.901,17.151,12.336418
2025-04-15,8.301,16.951,12.875999
2025-04-16,6.5509996,14.551,10.203082
2025-04-17,4.2009997,16.351,10.251
2025-04-18,5.5509996,17.601,12.142665
2025-04-19,9.051,17.951,13.253083
2025-04-20,9.951,15.250999,12.265583
2025-04-21,7.401,15.901,11.686417
2025-04-22,6.001,16.301,11.040584
2025-04-23,8.351,14.750999,10.840583
2025-04-24,6.8009996,15.301,11.255166
2025-04-25,4.751,15.351,10.553083
2025-04-26,7.101,18.301,12.655167
2025-04-27,7.751,20.001,13.555167
2025-04-28,7.251,22.851,15.455166
2025-04-29,9.151,24.351,17.0885
2025-04-30,9.451,27.001,18.91767
2025-05-01,11.851,27.901,20.1635
2025-05-02,12.851,26.401,20.173914
2025-05-03,13.401,23.001,17.851
2025-05-04,7.601,15.000999,11.444751
2025-05-05,4.851,12.750999,9.301
2025-05-06,6.501,15.500999,10.903083
2025-05-07,6.651,16.451,11.315583
2025-05-08,7.851,17.251,12.692666
2025-05-09,8.251,18.851,13.717667
2025-05-10,8.251,22.601,15.809333
2025-05-11,12.500999,22.401,16.434334
2025-05-12,10.750999,18.751,14.7635
2025-05-13,8.551,20.851,14.442668
2025-05-14,9.401,23.101,16.601002
2025-05-15,7.7009997,17.551,12.73225
2025-05-16,7.151,19.001,13.103085
2025-05-17,8.851,17.501,12.903083
2025-05-18,6.0509996,19.501,13.121834
2025-05-19,6.751,20.501,14.223915
2025-05-20,9.201,23.051,16.4635
2025-05-21,10.201,15.951,12.569748
2025-05-22,8.401,18.551,13.036418
2025-05-23,8.251,18.601,13.015583
2025-05-24,6.601,19.651,14.601001
2025-05-25,11.551,20.051,16.036417
2025-05-26,9.801,18.101,14.465583
2025-05-27,11.701,19.301,16.059334
2025-05-28,12.000999,20.251,16.303083
2025-05-29,10.051,23.051,17.409334
2025-05-30,12.151,27.751,20.634335
2025-05-31,14.051,26.951,20.213503
2025-06-01,13.250999,21.451,17.126
2025-06-02,12.701,20.751,16.665583
2025-06-03,9.851,22.351,17.465582
2025-06-04,14.201,19.901,16.609335
2025-06-05,12.651,18.651,15.432251
2025-06-06,12.801,19.901,15.905168
2025-06-07,12.801,18.451,15.192666
2025-06-08,10.451,17.901,13.9635
2025-06-09,7.5509996,20.901,15.017666
2025-06-10,8.801,21.501,16.194752
2025-06-11,11.401,26.251,19.478085
2025-06-12,16.451,29.051,22.505167
2025-06-13,16.451,30.201,22.91767
2025-06-14,16.851,24.651,20.851004
2025-06-15,13.401,21.901,17.794752
2025-06-16,10.051,23.451,17.611416
2025-06-17,12.051,26.351,19.923918
2025-06-18,12.750999,26.551,20.26975
2025-06-19,14.851,28.401,22.388502
2025-06-20,16.751,29.401,23.203081
2025-06-21,16.151001,32.751003,25.455168
2025-06-22,18.301,27.551,22.886415
2025-06-23,14.601,23.051,18.71975
2025-06-24,11.601,28.601,20.334335
2025-06-25,15.151,31.851,22.251001
2025-06-26,17.301,23.901,20.7135
2025-06-27,18.301,25.951,21.888502
2025-06-28,16.451,27.251,22.073915
2025-06-29,15.901,28.251,22.351
2025-06-30,18.401,33.251003,26.186419
2025-07-01,21.151,36.201,28.53225
2025-07-02,16.301,28.851,21.546835
2025-07-03,13.351,24.501,19.14892
2025-07-04,10.951,26.101,19.140585
2025-07-05,11.901,25.201,19.190584
2025-07-06,14.601,19.601,16.784334
2025-07-07,13.101,17.801,15.6780815
2025-07-08,11.750999,20.251,15.8635
2025-07-09,9.101,24.051,17.321835
2025-07-10,12.401,27.551,20.526
2025-07-11,15.250999,28.701,22.555166
2025-07-12,15.750999,28.501,22.763502
2025-07-13,15.901,29.651,23.171835
2025-07-14,16.851,26.401,21.02392
2025-07-15,15.000999,23.301,19.455166
2025-07-16,17.751,21.151,19.384335
2025-07-17,17.501,26.951,21.573914
2025-07-18,17.801,30.251,23.628084
2025-07-19,19.251,26.851,22.530167
2025-07-20,16.001,22.651,18.815584
2025-07-21,15.651,21.001,18.017668
2025-07-22,15.451,21.701,18.66767
2025-07-23,13.901,20.351,17.167665
2025-07-24,14.051,22.551,18.255169
2025-07-25,15.901,24.451,19.888498
2025-07-26,14.601,25.251,19.190584
2025-07-27,15.851,22.201,18.009336
2025-07-28,13.451,22.101,17.965584
2025-07-29,12.651,21.351,17.351
2025-07-30,15.301,23.601,19.032251
2025-07-31,14.451,24.601,19.128082
2025-08-01,13.750999,22.151,18.396835
2025-08-02,12.500999,21.801,16.813501
2025-08-03,10.101,26.251,18.2635
2025-08-04,18.001,28.751,22.194748
2025-08-05,13.451,22.001,18.528084
2025-08-06,11.401,23.851,17.928085
2025-08-07,13.301,28.601,21.434334
2025-08-08,15.000999,26.701,20.701002
2025-08-09,14.551,25.901,19.703081
2025-08-10,11.551,27.351,19.853085
2025-08-11,14.151,31.051,23.096832
2025-08-12,18.101,32.901,25.665583
2025-08-13,17.451,33.701,24.996834
2025-08-14,17.901,27.901,22.486418
2025-08-15,14.851,29.651,22.255165
2025-08-16,16.701,26.901,21.794748
2025-08-17,14.000999,26.001,20.223917
2025-08-18,14.951,27.651,21.484335
2025-08-19,16.201,27.651,21.365583
2025-08-20,15.301,22.651,19.0385
2025-08-21,13.401,22.501,17.811417
2025-08-22,10.651,20.951,15.780167
2025-08-23,9.701,23.701,16.7885
2025-08-24,11.351,23.501,17.76975
2025-08-25,10.851,28.601,20.088503
2025-08-26,16.401,28.201,21.298918
2025-08-27,15.201,24.951,20.446833
2025-08-28,15.301,23.151,18.123919
2025-08-29,14.851,22.051,17.221834
2025-08-30,13.301,22.351,18.055166
2025-08-31,14.901,21.451,18.430166
2025-09-01,12.851,22.101,16.161417
2025-09-02,11.851,20.151,15.730166
2025-09-03,16.051,24.401,18.9885
2025-09-04,13.851,21.051,16.978083
2025-09-05,11.351,21.701,16.492666
2025-09-06,11.351,24.351,17.942667
2025-09-07,14.601,29.051,21.584333
2025-09-08,14.201,22.601,18.223917
2025-09-09,10.750999,21.901,16.280169
2025-09-10,10.500999,20.151,14.901
2025-09-11,12.750999,19.951,15.457252
2025-09-12,11.151,19.701,14.961417
2025-09-13,12.301,19.501,14.905166
2025-09-14,11.701,21.651,16.563501
2025-09-15,13.951,19.801,16.911417
2025-09-16,11.951,18.951,15.005168
2025-09-17,11.901,21.651,16.451002
2025-09-18,12.651,24.101,17.588501
2025-09-19,11.401,30.051,20.065582
2025-09-20,14.601,24.551,20.205168
2025-09-21,11.451,18.151,14.630165
2025-09-22,9.250999,16.551,12.721832
2025-09-23,9.951,16.151001,12.2635
2025-09-24,10.151,12.201,10.990584
2025-09-25,9.801,13.701,11.357249
2025-09-26,8.301,13.401,10.884332
2025-09-27,6.4509997,15.951,11.769752
2025-09-28,6.9509997,18.851,12.782249
2025-09-29,7.7009997,19.201,13.278084
2025-09-30,7.851,18.551,12.575999
2025-10-01,7.101,19.151,12.715584
2025-10-02,7.251,18.501,12.882251
2025-10-03,11.451,17.701,14.201001
2025-10-04,10.551,18.401,14.14475
2025-10-05,10.500999,16.051,12.671833
2025-10-06,9.701,16.401,12.8135
2025-10-07,8.750999,18.501,13.005168
2025-10-08,7.9509997,17.501,12.386416
2025-10-09,11.601,18.001,14.342668
2025-10-10,8.251,15.101,11.9885
2025-10-11,10.651,17.701,13.83225
2025-10-12,8.551,17.701,12.332252
2025-10-13,9.601,15.951,13.138501
2025-10-14,10.250999,16.451,13.636417
2025-10-15,11.351,14.851,13.155167
2025-10-16,9.351,14.651,12.384335
2025-10-17,8.301,16.451,11.832249
2025-10-18,6.7009997,15.801,10.834332
2025-10-19,8.601,14.901,11.878083
2025-10-20,12.351,16.901,14.159333
2025-10-21,11.051,16.901,13.530168
